Id,Sentiment,text
343,positif,"Cantiik, senyumnya mirip Maudy Kusnaedi"
344,positif,"Dari kisah jevin radhini rini gue jd belajar 1 hal. ""Kalau memang jodohmu, maka akan ada saja jalanNya"". Gue kebetulan ngikutin dr awal. Gue nonton pas live the remix jevin ngomong 'itu pacar saya nonton' sambil nunjuk radhini. Gue jg nntn pas jevin meluk radhini erat bgt di backstage stlh lolos ke final. Keliatan jevin ini anaknya gentle, tulus dan penyayang. Tapi Allah maha pembolak-balik hati. Mei '15 jevin radhini pcrn, sept '15 jevin rini dipasangin the remix, Des '15 final the remix, jan '16 jevin radhini putus, feb '16 jevin rini pcrn, april '16 jevin ngelamar rini, feb '17 jevin rini tunangan, mei '17 jevin rini nikah. Allah works in many ways??. Allah's plan is better than our plan. Jevin yg dulunya berfikiran akan nikah umur 30, siapa sangka di umur 25 dan dlm waktu pcrn baru 2 bulan udah yakin ngajakin anak orang nikah. Ah, happy wedding soundwave. Bahagia selalu??"
345,positif,"Kalau kita bisa mengartikan jodoh,ini lah yang di bilang jodoh.cantik lahir batin tapi kl ga jodoh perpisahanlah yang terbaik.."
346,positif,Pingkan ni suaranya enak banget.. bindeng2 gimana gt.. berciri khas.. ibarat gw merem denger suaranya gw udh langsung tauk
347,positif,Hatinya terbuat dari apa ya .. Mbaa gigi yang berhati luarbiasanya ajah sampe di benci .. Cobaa sebutin heternya mbaa kesalahan apa yang mba gigi lakukan :'( duhh aku ajah jadi sukak sama sifatnyaaaaaaaaaaa
348,positif,"Suka banget banget nih sama ni artis, gak neko neko, ternyata masih lahiran 1996 ??????"
349,positif,"alhamdulillahhh... ada juga yang ngepost ayangnya Ibel.... biarin deh damai seisi dunia.... masing2 sdh punya pasangan, jadi engga ada lg yang bilang Ibel PHO.... Happy b""day Ibel"
350,positif,"Ini kakaknya murid2ku waktu msh ngajar di sekolah internasional mihil. Anaknya cantik2 dan si ibu dan bpk ramah dan baik bngt. Seluruh sepupunya di sekolah yg sama, yg uang masuknya aja 70 jtan lbh/siswa. G tau skrg brp."
351,positif," <USERNAME> justru karena ka bella sholehah, punya penghasilan sendiri, dan cantik jadi Allah mau kasih jodoh yang lebih baik lagi.."
352,positif,"Mbak bela, nikahnya berdasarkan atas dasar agama mbak yg diutamakan ya. Biar laki2nya dpt yg baik. Saya yakin banyak laki2 yg baik dan kaya raya yg mau nikahin mbak"
353,positif,Duh geulis kitu ditinggal sama yg 'itu' duuuhhhh hahaha jodohnya pasti Allah kasih yg lebih baik Teeeh ??
354,positif,"Bu Ameeel.... udah lama ga ke bank,kangen bu Amel yg cantik,ramah,baik ama kangen tentengannya hihiii ????. Nanya si mba bu Amelnya pindah rumah dan lg hamil. Sehat2 yaa bu Amel,salam buat Annabel"
355,positif,"Ambil positifnya aja mbak toh oma nani yang menjalankan, mau mbak bilang gimana nggak mungkin kan oma langsung cerai karena itu udah pilihan hidup dia gimana jadi lebih baik didoakan semoga langgeng karena menikah juga ibadah heheu  <USERNAME>"
356,positif,"Alesha arti namanya : Yang dilindungi Allah....aamiin yra, ya nak...."
357,positif,Semoga anak nya bsok pas bangun langsung jd dewasa biar bisa bakal jodoh saya???? pasti gedenya ntar sama cakep kek kakaknya Fahri..
358,positif,min mnta doanya jg buat saya mudahan dilancarkan dan selamat saat melahirkan bulan mei ini. Aamiin
359,positif,"Waaah.... Hamil Malah makin cantik, cew kali yeee debay nya.... ??"
360,positif,mba acha cantik banget banget banget !! buat calon ibu yg blm d kasih momongan sm Allah smoga di segerakan ya ??
361,positif,"Gemulai'nya Momo,, Bak Putri keraton Jawa,,, semoga bersatu selama'nya dan cuma Maut yg memisah'kan,, Gbu..."
362,positif,Berasa kaya mau manggung kk  <USERNAME> ?? semoga lancar dan cepat punya momongan biar Ada Princess Kecil MoMo atau gak prince ??
363,positif,"waaahhh sm dokter sigit ya, ini dokter the best banget, baik banget, humble orgnya, recomend banget buat yg mau program dan kehamilan ??"
364,positif,"Ashanti bunda the best, Slalu belain/support anaknya. Mskipun bkn ank kndung??"
365,positif,Smua orng berhak untuk melakukan apapun yg mereka suka.. Asal g mrugikan dirinya ataupun ornglain.. Mau aurel dandan berlebihan atau natural itu hak dia.. Apalagi aurel pinter banget dandannya.. Kliatan cantiiik banget.. ????
366,positif,Beruntung si aurel dpt ibu sambung kaya ashanti .  <USERNAME>
367,positif,salut ma bunda  <USERNAME> .. mskipun ibu sambung.. tpi sellu jdi org yg plingbdpan mmbela aurel n azriel dri pra hatters..
368,positif,"Keren ya ashanty segitu sayangnya sama anak nya(padahal bukan anak kandung), yang ibu kandung aja blm tentu begitu. Ini orang hatinya kek bidadari di tv tv. Beruntung banget itu aurel azriel punya ibu tiri macam dia"
369,positif,"Salut buat Bunda  <USERNAME> slalu yg trdpan melindungi ank""yh...mngalahin ibu kandung sndri yg cma Diam ajj...bt aurel pa yg slah pd dya jga Manusia ciptaan Allah klau pun Dya lbh sgla yh dri yg suka nyinyiir mslh pnampilan brarti dh nasib tuuh orang g bsa sprti Aurel yg lbh baek n bgs dri yg nyinyiiir.."
370,positif,Ibu tiri terhebat..... Ntr palingan klo dah 20an dia baru perawatan .skrg msh muda kasian klo di paksa perawatan .cm ya paling tutup mata tutup kuping skrg mah
371,positif," <USERNAME> aurel itu cantik tau. Pernah liat asli nya kok. Org sirik itu yg menjelek jelekannya. Padahal muka sendiri belum tente lebih cantik dan muda daripada aurel. aurel difoto nampak putib bilangnya suntik putih, kelihatan hitam dibilang gk bisa ra"
372,positif," <USERNAME> Astagfirullah... Mbak tolong ucapannya dijaga ya, ALLAH menciptakan manusia dengan sempurna, kok mbak ngomongnya kayak gitu. Aurel cantik kok, wajar manusia ada kekurangannya. Dan mbak Ashanti wajar belain anaknya, bukan caper ya mbak, sia"
373,positif,"aurel itu perempuan hebat, ingat bgt kejadian zaman pipi mimi ny & dilihat didepan mata dia sendiri. Ga semua anak bs strong kyk dia. Yg nyinyir pasti iri krn aurel bs punya keluarga bahagia kyk skrg. Yg blg bundanya Ash lebay, mungkin blm punya anak. Hati2 sayang..km jg perempuan, nanti bakal jd ibu. Bayangin anakmu yg jd korban bully ??"
374,positif,Ganteng... Ini klo ga salah managernya.. semoga d lancarkan yaa..
375,positif,"Mukanya mirip ,,,insya Allah jodoh dunia akhirat mbk  <USERNAME> amiiii"
376,positif,Cantik banggeett ya kak depe.. ???? gk keliatan loh klo dy pernah nikah.. seperti msh gadis wajah nya.. cantik ???????????? semoga lancar sampai hari H kak depe.. bahagia dunia akhirat aammiinnn ??
377,positif,Dadddd :( Semoga bisa dateng yaaa & untuk papa-papa diluar sana. Semoga sehat selalu & bisa menjadi saksi anak-anaknya saat menikah. AAMIIN!????
378,positif,Semoga dilancarkan nikahnya dan ayahnya lekas ditemukan dalam keadaan sehat tanpa kurang suatu apapun :)
379,positif,Semoga aja nikahannya lancar y mb. Jgn berlarut sedih kl bapak tirinya gak datang yg penting bapak kandung datang. Mungkin sj ada alasan anak kandung dari bapak tersebut melarang. Mungkin sj bapak itu udah balikan sama istri pertamanya. Dan kl sibapak datang itu berrti akan mengingatkan cerita lama. Mungkin yaa..
380,positif,"Yea pak polisinya pinter hahahaha.. langsung belok, SIM nembak, gatau rambu2. Malah minta surat perintah yaelah lu pikir rumah lu mau digeledah ??"
381,positif,Ini mau nikah lagi baguass deh smoga kelak jd kluarga yg samawa
382,positif,Lucu.... suaranya kak abbey cantik kayak orang nya.... ?????????????? terharu....
383,positif,Pernah ketemu sama mba artika sari disesemall di Jakarta...ampunnn ayunee...mana semampai....murah senyummm....cakep pisan lah
384,positif,"Bener kata pepatah Yess, Buah Jatuh gak Jauh dari PohoN nya... Cantik Nya dapet dari Mama_Nya, Suara Bagus dan Pinter nyanyi dari darah seni Papa Nya.. #calon generasi hebat di masa depan"
385,positif,"Bahagianya punya anak cantik berbakat, bersyukur bnr dapat titipan demikian indah"
386,positif,Semoga di berikan kesehatan dan rezeki yg berlimpaah pak ??
387,positif,Semoga selalu sehat dan dimurahkan rejekinya ya Pak
388,positif,"Pria setia, pekerja keras tdk malu pilih-pilih cari nafkah sangat sedikit sekali yang banyak kebalikan..beda bgt sama seseorang yang kenal. Mentang2 ganteng, milih nganggur ketimbang jd ojol. Udh gitu istri diselingkuhin lagi. Baik kalo ada maunya ????"
389,positif,"Doa istri dan anak menyertaimu bang... lelaki yg bertanggung jawab itu sangat PERLU, karna kalo laki2 tanggung jawab otomatis dia akan sayang dgn anak dan istri. Beda dgn sayang yg belum tentu bertanggung jawab ??????"
390,positif,Ya Allah bahagia itu gak harus dgn cara yg mewah sesederhana begini aj deh bahagia bisa komunikasi dgn keluarga ??
391,positif,"Mereka hanya mencari rejeki utk keluarganya, kalau ada yg merasa tdk berkenan tolong jangan menggunakan kekerasan"
392,positif,"Salut sekali Banting tulang demi menghidupi keluarga.yg duduk di bangku empuk,pakai AC Malah merampok.yg milih rakyat jelata lagi"
393,positif,"Amin, smg selalu di lancarkan n di mudahkan rejeki nya.. jd inget waktu suami sy jg gojek dulu, srg nlp nanyain anak istri nya udah mkn atau blm.. pdhl mgkn dia sendiri entah sempet mkn atau ngga, walaupun hujan2an n panas2an tp ga penh mengeluh.. selalu menyempatkan komunikasi n ttp keep in touch di sela2 kesibukannya. Bangga n ttp berjuang y ms gojek krn anak n istri selalu mendoakan yg terbaik.."
394,positif,"Respect dengan istri n anak2 nya yg menunggu dengan sabar dirumah insya Allah ,Allah swt selalu menjaga nya."
395,positif,"Laki-laki yang beneran berjuang unt anak istri, membahagiakan istri insyaallah di dunia mendapat rejeki yg ga disangka-sangka di akherat akan ada surga kelak amiin"
396,positif,"Bangga sama suami yg selalu ingat istri disela waktunya, apapun profesimu... Kaulah juaranya. Sehat terus pak gojek, semoga lacar rejekimu. Amiiin...."
397,positif,Apaoun pekerjaannya yg penting halal u tuk menafkahi keluarga ... Semangat pak
398,positif,Gojek itu mayoritas pegangguran yang lama gak kerja trus hampir putus asaa tapi tibatiba ada lapangan pekerjaan yang gak harus pake ijasah terakhir.. ini sungguh lapangan kerja yang sangat membantu sekali menurut saya ??
399,positif," <USERNAME> aslinya cantik dan ayu loh mbak krn aku sudah bertemu langsung juga sesembaknya sangat ramah tidak sombong seperti mantan2 yg lain hhe maaf ikut nimbrung ,kalo makeup dibuat senatural mungkin krn sesembaknya memang mau menonjolkan wa"
400,positif," <USERNAME> suami saya seumuran sama saya mba, malah tuaan saya beberapa bulan tapi alhamdulillah suami saya gak kekanak kanakan hehe"
401,netral,Ini lokasinya di mana ya kak?
402,netral,Bajunya beli di mana kalau boleh tahu?
403,netral,Ada yang tahu judul lagu di video ini?
404,netral,Tumben jam segini sudah upload foto baru.
405,netral,Info harga tiket masuknya dong admin.
406,netral,Kapan tayang lagi di TV?
407,netral,Harganya berapa ya kalau kirim ke Surabaya?
408,netral,Ini beneran atau cuma akting ya?
409,netral,Buka jam berapa ya tokonya?
410,netral,"Cek DM ya kak, ada yang mau saya tanyakan."
411,netral,Sudah lama ya nggak kelihatan di sosmed.
412,netral,Pakai kamera apa kak fotonya? Jernih banget.
413,netral,Barangnya masih ready stock nggak?
414,netral,Ada ukuran XL nggak untuk model yang ini?
415,netral,Besok jadwalnya ke kota mana lagi?
416,netral,Mirip sama pemain film luar negeri ya.
417,netral,"Tadi pagi saya lihat di mall, tapi ragu mau sapa."
418,netral,Berapa lama proses pengirimannya kak?
419,netral,Bisa bayar di tempat (COD) nggak?
420,netral,Ini video lama atau baru ya?
421,netral,Kapan main ke Bandung lagi?
422,netral,Nama aplikasinya apa ya kalau boleh tahu?
423,netral,Bahannya dari kain apa kak?
424,netral,Ada warna lain nggak selain hitam?
425,netral,Lagi di mana itu kak? Suasananya sepi ya.
426,netral,Acara besok mulainya jam berapa?
427,netral,Bisa minta link pembeliannya?
428,netral,Tolong spill merk sepatunya dong.
429,netral,Itu kejadiannya kapan ya?
430,netral,Rumahnya di daerah mana kak?
431,netral,Izin share ya videonya.
432,netral,Ditunggu konten selanjutnya.
433,netral,Masih tersedia nggak promonya?
434,netral,Kenapa kolom komentarnya baru dibuka?
435,netral,Tadi lewat di explore saya.
436,netral,Ada nomor WA yang bisa dihubungi?
437,netral,Ini resepnya pakai takaran apa?
438,netral,Coba buat tutorialnya dong kak.
439,netral,Berapa watt lampu yang dipakai?
440,netral,Bisa dipakai untuk umur berapa tahun?
441,netral,Apa nama tempat makannya?
442,netral,Lagi ada diskon nggak bulan ini?
443,netral,"Izin tanya, itu belinya di marketplace mana?"
444,netral,Kapan rilis album barunya?
445,netral,Tumben hari ini nggak live.
446,netral,Berapa total biaya perjalanannya?
447,netral,Ada tips buat pemula nggak?
448,netral,Ini pakai filter apa ya?
449,netral,Bisa kirim ke luar negeri nggak?
450,netral,Berapa orang yang ikut acaranya?
451,netral,Apa syarat buat gabung komunitasnya?
452,netral,Tadi saya lihat di berita.
453,netral,Cek keranjang kuning ya.
454,netral,Pakai produk apa buat rambutnya?
455,netral,Ini daerah mana ya kalau boleh tahu?
456,netral,Kapan pengumuman pemenangnya?
457,netral,Sudah makan belum kak?
458,netral,Coba review yang warna biru dong.
459,netral,Gimana cara pesannya?
460,netral,Ini hari pertama ya?
461,netral,Ada lowongan kerja nggak kak?
462,netral,Tolong dibalas ya pertanyaannya.
463,netral,Belinya di toko offline atau online?
464,netral,Bisa minta tolong cek pesanan saya?
465,netral,Ini merk apa ya jam tangannya?
466,netral,Kenapa videonya singkat banget?
467,netral,Apa perbedaan yang model lama sama baru?
468,netral,Berapa harga pasnya?
469,netral,Ada cabang di Jakarta nggak?
470,netral,Lagi nunggu jemputan ya?
471,netral,Pakai provider apa biar sinyalnya lancar?
472,netral,Kapan mulai sekolah lagi?
473,netral,Ini pakai bumbu apa saja?
474,netral,Berapa liter kapasitas tangkinya?
475,netral,Ada garansinya nggak?
476,netral,Tadi sempat lihat di jalan.
477,netral,Apa nama akun TikTok-nya?
478,netral,Bisa buat anak sekolah nggak?
479,netral,Ini bahannya panas atau dingin kalau dipakai?
480,netral,Kapan ada event lagi?
481,netral,Berapa nomor sepatunya?
482,netral,Ini vlog hari ke berapa?
483,netral,Ada tutorial pasang hijabnya nggak?
484,netral,Tolong spill lipstiknya pakai apa.
485,netral,Bisa custom nama nggak?
486,netral,Gimana cara pakainya?
487,netral,Ini menu baru ya?
488,netral,Ada promo beli satu gratis satu?
489,netral,Kapan pindah rumahnya?
490,netral,Apa motivasi buat video ini?
491,netral,Berapa lama nunggu antriannya?
492,netral,Ini di hotel mana?
493,netral,Ada rencana ke Bali nggak?
494,netral,Siapa yang rekam videonya?
495,netral,Pakai laptop apa buat edit?
496,netral,Ini hari libur atau hari kerja?
497,netral,Berapa kilo jaraknya dari pusat kota?
498,netral,Ada rekomendasi tempat lain?
499,netral,Kapan livestream lagi?
500,netral,Bisa minta foto bareng nggak kalau ketemu?
